Attempts,IP_Change,Request_Frequency,User_Agent_Diversity,Key_Length,Error_Code_Frequency,Attack
12,0,3.91,5,128,2,0
10,0,1.52,2,512,0,0
14,0,6.84,4,256,1,0
6,0,3.58,5,128,1,0
10,1,1.0,2,256,4,1
8,1,7.95,3,1024,2,1
8,0,7.42,6,512,0,0
8,1,8.19,7,512,3,1
10,1,1.25,4,512,0,0
7,0,8.21,8,128,2,1
7,0,0.17,4,1024,3,0
5,0,0.09,6,256,5,0
8,0,3.11,9,256,2,0
9,0,11.11,2,256,5,0
9,1,2.07,3,256,6,0
6,1,2.91,9,256,2,0
7,1,5.63,2,128,2,1
10,0,8.47,8,128,3,1
8,0,1.36,5,128,2,0
12,0,5.97,2,512,2,0
8,0,3.69,7,512,4,0
8,1,3.23,3,256,2,0
13,0,4.81,4,256,2,0
15,0,13.21,8,1024,1,0
11,1,19.85,5,1024,1,1
14,1,2.88,7,256,1,1
12,1,11.15,2,256,2,1
13,0,2.75,8,256,2,0
13,0,9.66,9,256,4,1
10,1,0.37,3,256,2,0
9,1,7.52,4,1024,0,1
8,0,22.03,2,1024,1,0
5,0,1.07,8,512,0,0
7,0,1.86,6,256,3,0
8,0,2.83,6,256,1,0
16,0,2.32,4,256,1,0
12,0,6.93,1,256,3,0
9,0,2.77,8,128,1,0
9,1,18.97,5,512,1,1
9,1,0.34,5,512,5,0
5,1,1.24,3,1024,2,0
12,0,0.21,9,512,3,0
2,0,2.06,1,1024,2,0
11,1,0.97,8,256,4,0
11,1,11.13,2,128,2,1
10,0,1.37,1,512,0,0
11,0,0.27,9,128,2,0
8,0,5.63,9,1024,1,0
13,0,2.05,6,512,5,0
11,1,1.95,8,256,2,0
9,0,0.15,5,256,2,0
15,1,3.8,6,128,3,1
12,0,12.28,5,512,2,0
12,0,3.02,3,512,1,0
7,0,0.9,6,1024,2,0
18,0,1.84,5,128,2,0
13,0,4.79,4,512,0,0
11,1,9.12,3,1024,4,1
9,1,7.77,9,256,0,1
13,0,6.03,6,128,1,1
12,0,9.74,6,128,4,1
9,1,1.05,4,1024,1,1
12,0,10.04,5,128,1,1
2,0,3.26,6,512,2,0
6,1,6.69,2,128,2,1
13,0,2.19,4,128,1,0
17,1,0.07,4,1024,2,0
14,0,0.41,1,512,3,0
7,0,2.42,9,256,3,0
12,0,0.17,3,256,3,0
13,0,2.57,6,512,0,0
12,1,0.86,5,128,1,1
8,0,5.14,2,256,2,0
14,0,9.03,6,512,2,0
12,0,14.59,3,512,2,0
5,1,0.62,5,512,3,1
10,0,3.09,1,1024,1,0
7,0,4.88,6,256,4,0
9,0,2.2,7,256,2,0
14,0,3.11,5,128,2,0
8,1,1.42,2,1024,3,0
10,0,3.03,1,1024,0,0
10,1,0.72,1,512,2,0
13,1,3.07,2,128,1,0
11,0,5.72,3,256,3,0
11,0,13.64,1,256,0,0
13,0,13.67,3,256,3,0
6,0,1.91,5,256,2,0
11,0,0.07,5,1024,2,0
12,0,5.44,6,1024,1,0
10,1,6.03,8,256,4,1
15,1,0.94,3,256,0,1
8,1,9.95,5,256,6,1
9,0,6.03,8,256,3,0
6,1,6.68,5,1024,1,1
10,0,4.38,2,512,3,0
11,0,0.39,8,1024,1,0
10,0,9.41,4,128,1,1
10,0,4.4,7,128,0,0
12,1,3.97,8,1024,2,0
11,0,0.36,6,256,5,0
6,0,1.95,2,1024,2,0
9,0,0.2,8,1024,2,0
11,1,3.42,8,256,3,1
10,0,10.79,6,512,0,0
8,0,7.74,9,256,2,0
8,0,15.42,4,256,4,0
9,0,0.84,1,512,1,0
10,1,4.8,1,128,4,1
6,0,0.29,9,128,3,0
8,0,5.26,4,512,4,0
15,0,3.81,3,512,1,0
17,0,5.88,6,512,1,0
14,0,2.42,2,256,2,0
5,1,0.95,9,1024,2,0
7,0,5.6,3,256,1,0
12,0,18.77,1,128,1,0
10,0,10.33,3,512,3,0
12,1,3.3,2,1024,2,0
13,1,4.77,4,256,0,0
4,1,4.91,3,256,1,1
9,0,0.02,1,128,3,0
8,1,3.3,4,256,1,0
12,0,3.66,9,1024,1,0
6,1,0.07,5,1024,1,1
10,0,2.86,8,512,1,0
10,0,1.04,2,256,0,0
7,0,3.59,6,1024,1,0
6,0,0.95,8,512,3,0
7,0,14.71,3,128,1,0
14,0,1.64,7,512,3,0
12,0,16.53,2,512,3,0
13,0,10.05,8,1024,3,0
11,0,4.74,2,512,0,0
9,1,7.04,3,512,3,1
9,1,0.17,6,1024,3,0
15,0,0.67,4,128,4,0
12,1,16.16,8,128,0,1
8,0,3.2,5,512,1,0
13,1,3.47,1,128,0,1
7,0,1.9,8,128,5,0
10,0,6.83,4,512,1,0
10,0,4.88,4,128,1,0
9,1,12.73,1,256,4,1
9,0,4.47,8,256,2,0
5,1,4.33,5,256,5,1
10,1,4.51,8,256,4,0
10,1,3.87,8,512,1,0
13,0,4.19,3,1024,1,0
5,1,3.57,8,1024,1,1
15,1,4.1,5,512,3,0
2,1,0.11,8,1024,1,1
16,0,4.15,4,512,2,0
10,1,0.58,7,256,0,0
11,0,7.57,5,256,2,0
13,0,0.5,5,128,5,0
11,0,1.63,6,1024,0,0
10,1,8.21,2,512,4,1
11,0,6.44,2,512,4,0
10,1,3.09,6,256,3,0
15,0,8.34,7,512,1,0
9,0,0.84,7,1024,3,0
12,1,11.81,6,128,1,1
8,0,1.99,8,512,1,0
5,0,0.37,4,128,2,0
10,1,0.24,7,128,2,1
7,0,1.59,5,512,0,0
9,0,5.3,4,128,5,0
13,1,6.5,8,512,1,1
10,0,2.75,4,1024,2,0
10,0,0.52,3,128,0,0
6,0,2.74,7,256,5,0
14,0,2.56,4,512,3,0
10,1,3.01,4,1024,4,1
12,0,11.89,7,256,1,0
10,1,0.65,3,256,1,0
13,0,27.3,3,1024,1,0
13,1,5.87,5,128,0,1
6,0,1.95,7,128,0,0
10,1,3.8,7,512,0,0
10,1,0.66,9,512,0,1
13,1,10.93,6,128,1,1
10,0,3.7,8,1024,2,0
5,1,7.44,8,256,3,1
7,0,5.78,1,512,0,0
11,1,3.94,1,512,1,0
12,1,0.95,5,128,1,1
6,1,1.16,3,256,2,0
9,1,7.29,5,512,4,1
7,0,6.64,4,1024,4,0
13,1,6.15,3,128,0,1
15,1,1.96,9,128,2,1
8,0,18.86,7,1024,3,1
8,1,1.13,5,256,2,0
12,0,1.47,1,1024,1,0
14,0,9.43,6,256,0,0
12,0,6.04,8,128,4,0
10,1,6.39,1,1024,2,1
10,1,11.11,6,128,3,1
10,1,2.51,5,128,3,1
14,1,1.77,5,1024,2,0
9,0,0.69,9,128,5,0
14,0,2.79,9,128,0,0
10,1,5.23,3,1024,2,0
14,1,5.66,9,512,4,1
8,1,0.46,7,512,1,0
12,0,3.99,2,512,1,0
16,0,2.53,5,512,3,0
5,0,5.17,2,128,1,0
10,1,5.71,9,512,0,0
8,0,0.43,4,512,1,0
7,0,6.15,4,256,1,0
7,0,1.25,8,512,1,0
12,0,2.68,6,512,4,0
9,1,4.84,6,256,2,0
7,0,7.18,4,256,1,0
8,1,5.44,7,256,4,1
7,0,0.32,3,512,1,0
5,1,0.41,6,256,2,0
11,0,1.23,3,256,0,0
6,0,1.81,5,128,2,0
13,0,14.24,1,512,1,0
10,0,5.64,2,128,2,0
8,0,7.61,9,128,5,1
10,0,23.58,1,512,0,0
9,0,0.65,5,512,5,0
5,1,10.34,3,1024,1,1
14,1,4.83,9,128,4,1
9,0,5.16,8,256,3,0
8,1,6.56,9,512,1,1
9,0,6.63,5,512,2,0
6,0,5.2,3,128,3,0
10,0,3.76,3,128,3,0
16,0,0.44,7,256,1,0
9,0,5.4,9,1024,1,0
7,0,1.25,1,128,3,0
10,0,3.45,9,512,0,0
12,0,0.5,7,1024,1,0
7,1,9.66,9,256,1,1
5,0,0.27,3,128,2,0
11,0,1.71,3,1024,1,0
14,0,0.18,3,1024,3,0
8,0,0.01,2,128,0,0
12,0,2.43,2,128,0,0
8,0,2.16,9,512,1,0
10,1,1.21,5,1024,1,0
12,0,0.21,8,128,3,0
11,0,0.21,7,512,0,0
10,0,3.27,2,256,1,0
13,0,1.72,3,512,0,0
7,0,16.81,4,512,2,0
9,1,2.22,1,256,2,1
11,0,4.73,8,256,4,0
8,1,3.77,5,512,1,1
8,1,0.19,9,1024,5,1
12,0,3.81,6,1024,7,0
6,0,3.62,7,512,2,0
6,1,4.55,3,1024,1,0
8,1,3.39,8,512,2,0
10,0,6.23,6,128,3,1
9,1,7.49,8,512,2,1
7,1,4.08,1,512,3,0
13,1,9.53,8,1024,2,0
6,1,7.63,6,256,2,1
6,0,8.08,1,256,4,0
7,1,3.13,8,1024,2,0
4,1,9.71,9,1024,3,1
13,0,4.38,3,256,2,0
10,0,6.06,1,1024,3,0
11,0,0.67,4,512,1,0
7,1,15.19,3,1024,5,1
9,0,0.84,2,128,0,0
3,0,2.3,1,128,2,0
8,0,3.94,7,512,1,0
10,0,3.74,6,1024,1,0
8,0,3.22,6,1024,1,0
12,1,1.77,1,512,0,0
13,0,0.88,3,128,3,0
18,1,0.54,1,1024,3,1
7,1,4.73,8,512,4,0
11,0,7.42,8,512,1,0
12,0,9.77,8,256,2,0
12,0,4.55,6,256,1,0
7,0,2.12,1,1024,4,0
4,0,4.07,2,256,3,0
8,1,10.87,8,512,3,1
8,0,4.67,4,256,1,0
9,0,1.27,4,256,3,0
18,1,3.87,1,128,2,1
15,0,1.88,6,1024,1,0
10,0,6.12,6,512,1,0
11,0,9.41,1,128,1,1
10,1,10.34,5,256,0,1
19,1,7.73,6,128,1,1
17,1,1.71,9,256,2,1
14,0,16.51,1,512,2,0
13,0,0.59,5,1024,2,0
8,1,4.52,1,256,0,1
7,0,3.36,2,128,2,0
18,0,17.19,3,128,5,0
11,1,0.76,2,256,0,0
13,0,0.07,2,1024,2,0
11,0,3.14,1,512,1,0
5,1,1.55,1,128,0,1
10,0,2.05,1,512,0,0
13,1,5.06,5,128,4,1
9,0,3.92,5,1024,2,0
6,0,2.49,4,256,2,0
10,0,5.49,3,128,2,0
13,0,1.74,3,512,1,0
11,1,7.33,5,512,2,1
16,0,2.09,9,1024,2,0
6,0,1.68,9,1024,1,0
14,0,11.43,8,512,1,0
15,0,4.55,8,256,1,0
7,0,5.95,1,512,1,0
11,1,1.42,4,1024,5,0
13,0,2.14,6,512,0,0
8,0,0.29,3,1024,1,0
8,1,7.23,4,128,0,1
8,0,10.08,2,512,4,0
9,1,4.06,9,128,4,1
4,0,6.38,3,512,3,0
6,0,0.54,9,512,3,0
8,1,0.74,1,1024,2,0
12,0,3.51,5,1024,1,0
9,1,13.47,2,128,3,1
8,0,1.8,7,1024,4,0
14,0,2.52,1,1024,4,0
7,0,2.75,8,128,2,0
7,0,4.11,9,512,3,0
10,0,2.46,2,512,1,0
3,0,8.99,3,256,0,0
6,0,3.96,4,256,2,0
9,0,2.31,6,256,3,0
7,0,4.71,1,128,1,0
9,0,7.42,5,256,2,0
14,1,8.88,7,256,1,0
7,1,3.53,7,1024,2,0
7,0,1.12,7,1024,1,0
13,0,8.7,5,512,0,0
7,0,1.98,5,512,2,0
12,0,10.36,3,512,2,0
13,0,7.78,1,1024,3,1
6,0,0.72,3,512,3,0
7,1,7.69,6,128,2,1
13,1,12.26,8,128,5,1
9,0,7.93,2,128,3,1
8,0,1.21,6,128,4,0
11,1,20.96,5,1024,1,1
15,0,17.01,7,1024,5,0
13,0,3.43,7,128,4,0
8,0,10.24,1,256,3,0
7,0,8.07,6,1024,3,0
9,0,1.95,8,512,4,0
10,1,4.59,1,512,1,0
15,1,2.3,1,128,2,0
9,0,2.04,9,512,3,0
9,0,3.18,4,1024,2,0
10,1,5.09,6,1024,2,0
12,1,0.28,3,256,7,1
11,0,0.13,4,256,0,0
12,0,5.62,6,128,2,0
15,1,3.9,6,256,2,0
13,0,6.29,7,1024,1,0
15,1,7.83,5,256,1,1
11,0,12.92,7,128,2,1
15,0,7.63,4,128,1,1
16,0,1.07,3,512,2,0
13,0,15.32,1,1024,5,1
8,1,4.2,8,1024,0,0
15,0,5.8,6,1024,2,0
11,1,7.52,7,256,0,1
11,0,0.57,8,256,0,0
10,0,6.03,8,128,4,1
11,0,2.05,8,128,3,0
6,0,2.73,8,1024,3,0
9,0,1.52,8,256,2,0
13,1,13.91,7,1024,1,1
15,0,4.12,5,256,2,0
9,0,0.7,8,256,0,0
13,0,1.44,2,1024,2,0
11,0,28.3,2,128,1,0
6,0,0.67,3,1024,2,0
14,0,4.23,9,128,2,0
12,1,4.91,9,1024,2,1
11,0,0.22,7,128,3,0
8,1,5.33,5,1024,2,0
14,0,4.04,7,256,4,0
16,1,7.94,6,1024,3,1
11,0,18.56,3,128,2,0
7,1,3.43,4,1024,2,1
13,0,24.34,7,512,1,0
14,0,7.51,9,256,0,0
10,0,4.92,4,512,2,0
8,0,0.84,7,512,1,0
8,0,5.41,2,128,1,0
9,1,1.73,2,256,0,1
8,0,3.05,9,256,2,0
8,0,11.21,6,256,1,0
14,1,1.39,5,128,2,1
13,1,1.43,9,256,1,0
10,0,3.67,6,512,3,0
5,0,11.09,8,1024,2,0
10,0,14.56,8,128,5,1
8,1,3.29,6,256,1,0
14,0,1.85,1,512,2,0
15,0,0.86,8,128,3,0
7,1,0.66,3,128,0,1
6,0,6.4,2,1024,1,0
13,0,0.8,7,256,2,0
10,0,10.49,6,1024,2,0
15,0,10.92,6,256,1,0
9,0,3.02,2,512,1,0
11,1,6.74,4,128,4,1
11,0,0.93,9,512,1,0
8,0,8.87,9,512,3,1
12,1,0.61,1,1024,3,0
11,0,8.81,5,1024,6,1
11,0,3.2,6,1024,0,0
10,0,36.86,1,256,3,1
4,0,2.35,2,512,1,0
13,0,2.85,6,1024,1,0
12,1,0.72,9,512,3,0
13,0,2.45,9,1024,3,0
11,1,10.46,6,512,3,1
8,0,6.58,3,256,3,0
15,0,13.23,8,128,1,1
11,0,1.66,7,1024,5,0
12,0,4.52,2,128,3,0
13,0,4.97,8,256,1,0
10,1,5.19,9,1024,1,1
8,1,17.42,7,128,1,1
14,0,3.03,5,256,2,0
15,0,7.02,9,512,1,0
8,0,0.9,7,128,1,0
15,0,3.52,2,256,2,0
15,0,15.52,7,512,4,0
6,1,0.97,7,1024,3,1
12,0,7.69,2,512,1,0
7,0,3.43,6,1024,1,0
6,1,0.15,5,512,3,1
7,0,4.32,4,512,0,0
6,0,2.03,7,256,2,0
3,0,4.13,4,512,0,0
8,0,6.87,6,256,1,0
9,1,0.58,2,256,3,1
10,1,0.7,6,1024,2,0
8,0,0.68,2,1024,3,0
11,0,5.12,6,512,0,0
12,0,1.34,9,1024,2,0
20,1,14.87,1,256,4,1
13,0,11.82,4,1024,3,0
9,0,5.83,5,512,3,0
12,0,10.94,1,1024,2,0
14,0,2.85,5,1024,1,0
10,0,1.91,6,256,3,0
14,1,0.09,2,256,4,0
8,1,3.6,6,256,2,0
6,1,1.23,1,128,4,1
12,0,7.61,9,1024,2,0
10,0,0.57,4,256,2,0
10,0,0.19,4,256,2,0
7,0,11.2,5,256,2,0
8,0,24.13,5,256,2,0
11,0,2.52,1,1024,2,0
7,0,0.99,7,128,1,0
7,0,2.08,6,512,2,0
9,0,0.6,9,128,2,0
4,1,0.59,7,128,4,1
10,1,0.92,4,256,2,0
7,0,1.37,5,512,5,0
10,1,4.19,7,128,1,1
7,0,0.53,4,1024,3,0
5,0,0.43,7,256,0,0
11,0,0.4,6,512,1,0
11,1,9.49,8,256,2,1
10,0,1.52,4,512,0,0
7,0,3.55,9,128,3,0
8,0,3.93,7,1024,2,0
16,0,1.21,6,256,3,0
11,0,2.42,4,256,2,0
7,0,0.92,1,512,1,0
7,0,3.51,3,1024,5,0
9,1,4.41,8,512,1,0
13,0,2.06,4,256,1,0
14,1,6.55,1,512,1,1
7,0,3.23,2,1024,1,0
5,0,12.05,4,128,1,1
9,1,1.73,2,128,4,1
7,0,2.89,7,1024,2,0
12,1,0.24,5,512,2,0
7,0,3.53,6,256,0,0
16,1,5.63,5,128,2,0
15,0,0.17,5,512,4,0
6,0,3.11,3,128,5,0
11,0,2.72,5,128,2,0
10,0,4.1,2,1024,0,0
11,1,2.51,9,1024,2,0
13,0,1.54,5,1024,1,0
17,0,6.76,4,1024,1,0
9,1,6.26,3,1024,1,1
8,0,9.46,9,128,0,0
12,0,13.55,5,256,1,0
7,0,3.36,5,128,2,0
15,0,6.24,6,1024,4,0
14,0,14.43,8,256,1,0
13,1,13.04,2,128,1,1
8,0,21.1,7,128,0,1
8,0,2.58,1,256,1,0
13,0,9.96,6,128,1,0
9,0,0.87,6,1024,1,0
9,0,4.87,9,1024,1,0
10,1,21.09,3,1024,2,1
10,0,4.97,6,512,3,0
6,0,8.5,7,1024,0,0
11,0,1.59,5,128,0,0
13,0,2.54,3,256,2,0
12,1,1.66,1,256,3,1
15,1,3.14,5,1024,3,0
8,1,7.35,5,512,0,1
7,0,10.34,8,1024,0,0
9,0,0.57,9,512,1,0
13,0,4.37,4,256,2,0
11,1,7.36,9,128,0,1
8,0,0.59,7,256,1,0
11,0,9.28,1,1024,4,0
12,0,26.62,5,512,0,0
9,1,6.46,4,512,1,1
12,0,0.44,5,128,0,0
10,0,2.35,4,1024,3,0
11,1,4.91,5,1024,2,1
10,1,4.22,9,128,1,1
16,1,10.41,8,512,2,1
11,1,23.51,9,512,1,1
10,0,10.41,6,128,1,0
11,0,1.56,8,512,2,0
9,0,4.44,4,512,4,0
14,0,6.14,7,128,3,1
12,0,2.65,4,128,2,0
7,1,2.24,3,256,1,0
9,0,1.54,3,512,1,0
9,0,0.7,4,256,1,0
10,0,9.01,5,256,4,0
4,0,0.22,4,1024,2,0
8,0,5.45,7,128,1,0
18,1,5.55,4,256,5,0
10,0,12.96,9,1024,3,0
18,0,6.07,1,1024,3,1
12,0,3.29,2,1024,3,0
17,0,5.34,5,1024,5,0
7,1,2.68,2,512,2,0
11,0,1.05,1,1024,1,0
9,1,6.39,7,256,0,1
6,0,1.25,5,1024,1,0
6,0,0.51,8,256,1,0
18,0,1.02,7,1024,3,0
9,0,3.94,2,256,0,0
16,0,5.95,2,1024,0,0
11,0,4.35,7,1024,2,0
11,1,5.07,9,1024,2,1
14,0,0.07,4,512,0,0
5,0,10.02,5,1024,1,0
11,0,3.57,1,128,6,0
8,1,1.62,2,1024,1,0
12,0,1.0,2,512,2,0
9,1,10.13,6,512,0,0
8,0,16.74,6,256,4,1
11,1,0.88,9,256,2,1
9,0,0.3,9,1024,2,0
4,0,11.38,1,256,1,0
11,0,11.75,9,512,0,0
6,1,1.29,6,512,0,1
10,0,1.44,7,1024,0,0
10,1,1.22,9,512,2,0
9,0,1.81,1,256,4,0
14,1,4.3,8,512,1,0
9,0,3.55,6,128,0,0
12,0,8.15,6,512,2,0
10,1,4.25,3,1024,1,1
10,0,2.2,1,256,1,0
8,0,0.92,1,512,2,0
9,0,6.71,5,1024,1,0
14,1,3.63,2,512,1,1
11,0,0.08,3,128,2,0
7,1,5.06,4,512,3,0
8,0,0.58,2,512,1,0
10,1,3.4,9,512,0,0
14,0,0.27,1,256,1,0
10,1,0.36,6,256,1,0
11,0,10.71,6,128,3,1
10,0,9.65,4,256,3,0
10,0,3.08,4,512,2,0
7,0,10.68,8,128,1,1
10,1,0.85,4,256,5,1
13,1,5.13,3,256,1,1
11,1,7.31,6,256,0,1
10,0,2.1,6,256,3,0
9,1,2.33,3,256,3,0
9,0,2.76,7,128,1,0
9,1,2.84,9,128,1,1
3,1,5.88,5,256,1,1
14,0,11.91,3,1024,2,0
8,0,3.09,1,128,2,0
8,0,4.32,6,128,1,0
13,0,0.8,8,1024,1,0
7,0,11.67,9,1024,0,0
4,0,16.09,9,512,0,0
6,0,0.22,8,512,0,0
8,0,1.37,6,512,1,0
8,0,3.85,9,256,1,0
15,0,5.53,9,1024,2,0
5,0,6.36,5,512,3,1
7,0,4.93,4,128,1,0
10,1,8.16,6,256,0,1
12,1,3.78,8,512,1,0
10,1,0.78,1,512,2,1
9,0,1.68,8,1024,1,0
8,1,4.63,6,256,5,1
15,1,3.9,6,1024,1,0
12,1,6.1,1,256,1,1
10,1,0.61,4,1024,1,0
19,0,0.96,9,512,3,0
12,1,19.62,6,128,2,1
8,1,0.85,5,1024,1,0
9,1,3.33,4,1024,1,0
10,1,4.67,4,1024,3,0
11,0,1.37,7,1024,0,0
7,0,5.14,2,256,2,0
21,0,2.62,1,256,5,0
10,1,1.29,7,256,3,0
9,0,11.44,6,1024,2,0
17,0,4.94,6,128,1,0
8,0,5.52,4,512,1,0
10,0,1.91,9,1024,1,0
8,0,1.1,3,256,1,0
10,0,2.45,2,512,0,0
13,0,0.27,4,256,5,0
6,0,4.32,9,1024,1,0
10,0,7.9,6,1024,1,0
7,0,1.66,9,128,2,0
9,1,0.32,8,1024,0,0
12,0,13.99,8,1024,2,0
12,0,2.76,1,256,1,0
11,1,8.47,2,128,4,1
8,0,0.34,7,128,5,0
7,0,0.63,6,256,1,0
12,0,4.48,8,128,1,0
8,0,1.62,7,512,1,0
16,0,2.55,3,1024,3,0
12,1,10.51,8,512,2,1
8,1,1.63,2,128,2,1
5,0,1.23,6,1024,4,0
13,1,3.66,8,256,1,0
8,0,7.1,9,128,2,1
9,0,0.35,4,128,2,0
12,1,0.28,3,1024,2,0
12,1,18.19,2,1024,2,1
7,0,3.19,1,256,3,0
10,0,18.81,3,128,6,1
17,0,3.75,9,512,3,0
13,0,2.41,2,128,3,0
6,0,2.93,8,256,1,0
10,1,1.4,3,512,2,1
11,0,8.67,6,1024,2,0
11,1,0.52,3,128,1,1
7,0,5.4,4,512,1,0
13,0,1.85,6,128,2,0
11,0,2.82,5,512,2,0
10,0,3.03,1,256,3,0
7,0,0.87,1,128,2,0
9,0,2.3,9,256,2,0
10,0,3.36,4,256,2,0
7,1,7.34,7,512,2,1
12,0,1.15,5,128,2,0
15,0,0.69,4,256,1,0
11,0,0.66,3,512,3,0
12,0,3.38,7,512,1,0
10,0,10.44,5,1024,0,0
9,0,4.29,9,128,2,0
13,0,14.41,2,256,1,0
10,0,8.82,5,256,2,0
9,0,14.13,3,128,3,0
15,0,5.77,4,256,1,0
16,0,1.04,2,256,0,0
8,0,4.05,8,256,3,0
12,1,4.21,2,256,1,0
13,0,17.1,4,128,4,1
10,1,8.7,9,256,1,1
13,0,2.39,5,256,1,0
13,0,4.21,2,1024,2,0
17,0,6.96,9,256,2,0
14,1,4.13,8,128,1,1
16,1,3.36,8,256,0,0
11,0,2.54,5,128,2,0
8,1,1.88,7,128,5,1
6,1,15.08,9,128,2,1
12,0,11.42,6,128,6,1
12,1,11.29,5,512,0,1
11,0,8.76,9,256,2,0
14,1,0.91,6,512,3,0
8,1,0.41,9,512,1,0
9,0,0.97,7,1024,1,0
14,1,4.02,9,512,2,0
10,0,7.56,3,512,4,0
10,0,9.24,2,256,3,0
6,0,9.58,3,512,2,0
12,1,3.33,7,1024,3,0
10,0,3.2,3,1024,1,0
11,0,2.8,7,512,4,0
9,0,6.06,1,128,2,1
7,1,6.3,1,1024,3,1
10,1,6.33,1,256,1,1
15,1,2.21,4,1024,5,1
19,0,0.75,5,512,1,0
8,0,1.11,7,256,2,0
11,1,2.03,2,128,2,1
6,0,6.24,5,256,2,0
2,0,5.73,3,512,1,0
11,0,3.87,8,1024,0,0
10,0,3.15,2,512,1,0
10,0,0.72,2,256,1,0
11,0,10.42,9,128,2,0
10,0,5.01,3,1024,2,0
13,0,3.43,2,128,2,0
6,0,2.67,3,512,3,0
6,0,0.68,4,128,1,0
6,1,2.96,7,256,1,0
9,0,2.44,3,512,4,0
10,0,3.35,7,1024,2,0
13,0,0.68,9,128,2,0
8,0,4.92,1,128,0,0
13,1,2.85,6,1024,2,0
10,0,2.76,7,256,4,0
10,0,5.23,2,1024,2,0
10,0,6.98,9,1024,0,0
5,0,3.69,1,1024,2,0
12,0,5.81,2,512,1,0
4,0,0.11,7,128,1,0
5,0,11.92,1,512,0,0
10,0,2.76,9,256,5,0
6,0,0.67,1,128,0,0
9,0,3.75,2,1024,3,0
8,1,0.44,8,128,0,1
11,0,9.21,5,1024,4,0
9,0,8.12,7,1024,1,0
9,1,7.23,3,256,3,1
10,0,7.69,2,128,2,1
4,0,0.1,4,256,1,0
10,1,2.7,6,512,2,1
11,0,1.32,4,256,2,0
9,0,20.56,6,1024,2,0
12,0,0.31,1,256,3,0
12,1,8.5,6,1024,2,1
5,0,5.08,8,1024,1,0
11,1,4.4,8,128,2,1
7,0,4.2,2,128,1,0
7,1,8.93,9,128,2,1
10,1,4.61,8,512,4,1
7,0,3.35,5,1024,2,0
8,1,9.37,4,128,2,1
9,0,1.9,9,1024,0,0
6,0,3.86,7,512,1,0
9,0,0.77,2,128,3,0
11,1,2.73,7,128,1,1
6,0,5.36,2,128,1,0
9,1,0.36,2,1024,2,0
10,0,2.11,2,128,3,0
9,1,0.03,1,512,1,0
15,0,1.83,8,256,2,0
15,1,0.44,9,1024,1,0
10,0,12.03,3,1024,1,0
9,0,1.07,7,1024,4,0
6,0,3.92,4,256,0,0
10,0,6.12,3,128,0,0
7,0,5.36,9,256,1,0
7,1,9.79,3,512,2,1
11,0,7.56,4,128,2,0
15,0,0.34,3,1024,1,0
21,1,0.55,7,256,2,0
8,0,1.8,1,512,2,0
9,0,4.11,5,1024,1,0
12,1,2.65,8,256,2,0
5,1,1.51,8,512,1,0
10,0,1.73,1,1024,3,0
10,0,5.48,6,1024,3,0
4,0,0.2,4,128,3,0
11,1,1.36,2,128,1,1
8,1,4.39,2,512,3,1
9,0,2.88,8,256,1,0
4,0,0.9,5,1024,3,0
9,1,2.61,6,128,1,1
7,0,20.67,5,1024,3,0
11,0,20.12,1,512,0,0
11,1,1.1,1,256,0,0
10,0,6.52,8,1024,3,1
11,0,0.98,1,256,2,0
12,0,0.59,1,256,3,0
9,0,0.42,7,512,2,0
11,1,3.98,4,512,0,0
7,0,3.56,7,256,3,0
7,0,0.68,2,512,0,0
7,1,2.24,4,256,2,0
8,0,5.59,2,512,1,0
12,1,7.13,4,128,2,1
5,0,0.5,1,1024,0,0
10,1,2.54,7,256,0,1
14,1,7.67,1,1024,2,1
12,0,1.42,5,512,3,0
13,0,5.95,3,1024,4,0
10,0,9.74,6,256,0,0
12,1,8.32,3,128,3,1
5,0,3.84,2,512,1,0
9,0,1.64,8,1024,0,0
11,0,1.57,1,512,0,0
16,1,1.0,1,256,5,1
8,0,8.4,2,256,3,0
8,0,5.97,1,1024,1,0
16,0,9.91,4,1024,2,0
7,1,8.16,7,128,4,1
7,0,14.95,1,128,1,0
6,0,0.22,2,256,2,0
7,0,7.14,9,256,0,0
15,0,16.56,4,256,2,0
7,0,0.75,5,128,2,0
8,0,0.83,9,128,2,0
13,0,0.15,4,128,1,0
16,0,1.85,1,256,2,0
9,1,1.62,5,128,1,1
8,1,1.79,9,1024,3,1
10,0,3.12,8,512,3,0
9,1,0.27,2,256,1,0
11,0,1.14,2,1024,3,0
8,1,2.97,3,128,2,1
15,0,7.4,4,128,3,0
7,0,2.01,8,512,1,0
9,0,1.77,8,256,3,0
9,0,0.62,3,128,4,0
16,0,0.22,2,1024,1,0
3,0,4.98,3,128,2,0
12,0,6.83,9,128,2,0
10,0,2.4,5,1024,2,0
14,0,1.07,7,1024,1,0
10,0,1.72,9,256,3,0
13,0,6.18,5,512,3,0
11,0,7.51,6,1024,1,0
10,1,12.13,9,1024,3,1
10,0,11.4,7,128,2,1
7,0,0.95,2,512,2,0
10,1,20.05,7,1024,2,1
10,0,0.85,3,512,0,0
8,1,4.17,5,128,2,0
9,1,0.89,5,256,4,0
12,1,4.54,4,128,1,1
10,1,1.29,3,128,1,1
6,0,4.07,1,128,0,0
8,0,3.54,7,256,2,0
